"","total","pacotes","custo"
"34047",4805,961,3844
"34048",3805,761,3044
"34049",3915,783,3132
"34050",4695,939,3756
"34051",3950,790,3160
"34052",4200,840,3360
"34053",4040,808,3232
"34054",4565,913,3652
"34055",6845,1369,5476
"34056",5295,1059,4236
"34057",4450,890,3560
"34058",3700,740,2960
"34059",4480,896,3584
"34060",4630,926,3704
"34061",4355,871,3484
"34062",4190,838,3352
"34063",5225,1045,4180
"34064",4150,830,3320
"34065",4940,988,3952
"34066",5355,1071,4284
"34067",4335,867,3468
"34068",4135,827,3308
"34069",3740,748,2992
"34070",4045,809,3236
"34071",6905,1381,5524
"34072",4530,906,3624
"34073",4640,928,3712
"34074",5180,1036,4144
"34075",6090,1218,4872
"34076",3775,755,3020
"34077",4880,976,3904
"34078",4435,887,3548
"34079",3935,787,3148
"34080",6235,1247,4988
"34081",5485,1097,4388
"34082",4610,922,3688
"34083",5205,1041,4164
"34084",3975,795,3180
"34085",4065,813,3252
"34086",3785,757,3028
"34087",4800,960,3840
"34088",5875,1175,4700
"34089",3575,715,2860
"34090",5975,1195,4780
"34091",4805,961,3844
"34092",5570,1114,4456
"34093",4445,889,3556
"34094",4625,925,3700
"34095",6570,1314,5256
"34096",3850,770,3080
"34097",5675,1135,4540
"34098",4915,983,3932
"34099",4175,835,3340
"34100",4030,806,3224
"34101",4030,806,3224
"34102",4730,946,3784
"34103",6640,1328,5312
"34104",5610,1122,4488
"34105",4715,943,3772
"34106",4095,819,3276
"34107",4530,906,3624
"34108",5070,1014,4056
"34109",4165,833,3332
"34110",4340,868,3472
"34111",4490,898,3592
"34112",4345,869,3476
"34113",5455,1091,4364
"34114",4295,859,3436
"34115",4050,810,3240
"34116",4605,921,3684
"34117",4440,888,3552
"34118",5615,1123,4492
"34119",4130,826,3304
"34120",5210,1042,4168
"34121",4285,857,3428
"34122",3385,677,2708
"34123",6195,1239,4956
"34124",4530,906,3624
"34125",4730,946,3784
"34126",5965,1193,4772
"34127",4825,965,3860
"34128",4755,951,3804
"34129",6340,1268,5072
"34130",4690,938,3752
"34131",5735,1147,4588
"34132",4850,970,3880
"34133",4600,920,3680
"34134",4370,874,3496
"34135",6255,1251,5004
"34136",5290,1058,4232
"34137",4090,818,3272
"34138",4900,980,3920
"34139",4095,819,3276
"34140",4845,969,3876
"34141",4840,968,3872
"34142",3765,753,3012
"34143",6830,1366,5464
"34144",5260,1052,4208
"34145",4910,982,3928
"34146",5065,1013,4052
"34147",4915,983,3932
"34148",4595,919,3676
"34149",4260,852,3408
"34150",3740,748,2992
"34151",4165,833,3332
"34152",3950,790,3160
"34153",4915,983,3932
"34154",4550,910,3640
"34155",5885,1177,4708
"34156",3575,715,2860
"34157",6700,1340,5360
"34158",4335,867,3468
"34159",4050,810,3240
"34160",4715,943,3772
"34161",3960,792,3168
"34162",5585,1117,4468
"34163",6535,1307,5228
"34164",3715,743,2972
"34165",5075,1015,4060
"34166",6455,1291,5164
"34167",5025,1005,4020
"34168",3970,794,3176
"34169",3825,765,3060
"34170",6480,1296,5184
"34171",3580,716,2864
"34172",5180,1036,4144
"34173",4690,938,3752
"34174",5115,1023,4092
"34175",4270,854,3416
"34176",4705,941,3764
"34177",4485,897,3588
"34178",4850,970,3880
"34179",5170,1034,4136
"34180",6530,1306,5224
"34181",4710,942,3768
"34182",4655,931,3724
"34183",6540,1308,5232
"34184",4570,914,3656
"34185",4305,861,3444
"34186",4045,809,3236
"34187",4925,985,3940
"34188",4835,967,3868
"34189",4895,979,3916
"34190",3600,720,2880
"34191",3435,687,2748
"34192",4725,945,3780
"34193",4970,994,3976
"34194",4685,937,3748
"34195",5785,1157,4628
"34196",5545,1109,4436
"34197",5420,1084,4336
"34198",4795,959,3836
"34199",4030,806,3224
"34200",5310,1062,4248
"34201",4140,828,3312
"34202",3780,756,3024
"34203",4800,960,3840
"34204",6125,1225,4900
"34205",4530,906,3624
"34206",5470,1094,4376
"34207",4830,966,3864
"34208",4080,816,3264
"34209",5145,1029,4116
"34210",6725,1345,5380
"34211",4175,835,3340
"34212",4135,827,3308
"34213",5835,1167,4668
"34214",4790,958,3832
"34215",4125,825,3300
"34216",3845,769,3076
"34217",4690,938,3752
"34218",3415,683,2732
"34219",4500,900,3600
"34220",4995,999,3996
"34221",5305,1061,4244
"34222",5340,1068,4272
"34223",6755,1351,5404
"34224",3785,757,3028
"34225",4840,968,3872
"34226",4835,967,3868
"34227",4855,971,3884
"34228",4310,862,3448
"34229",4855,971,3884
"34230",5035,1007,4028
"34231",4090,818,3272
"34232",4390,878,3512
"34233",5035,1007,4028
"34234",3445,689,2756
"34235",4325,865,3460
"34236",4175,835,3340
"34237",4930,986,3944
"34238",5940,1188,4752
"34239",5215,1043,4172
"34240",4125,825,3300
"34241",4860,972,3888
"34242",4585,917,3668
"34243",4515,903,3612
"34244",5835,1167,4668
"34245",4830,966,3864
"34246",5905,1181,4724
"34247",4535,907,3628
"34248",4840,968,3872
"34249",3690,738,2952
"34250",6710,1342,5368
"34251",5025,1005,4020
"34252",5065,1013,4052
"34253",4855,971,3884
"34254",7380,1476,5904
"34255",4565,913,3652
"34256",4830,966,3864
"34257",4380,876,3504
"34258",5650,1130,4520
"34259",4220,844,3376
"34260",4790,958,3832
"34261",4480,896,3584
"34262",5080,1016,4064
"34263",5025,1005,4020
"34264",6720,1344,5376
"34265",4475,895,3580
"34266",4430,886,3544
"34267",4645,929,3716
"34268",4675,935,3740
"34269",5390,1078,4312
"34270",4500,900,3600
"34271",6760,1352,5408
"34272",4735,947,3788
"34273",3680,736,2944
"34274",4435,887,3548
"34275",5145,1029,4116
"34276",4145,829,3316
"34277",3515,703,2812
"34278",4975,995,3980
"34279",4015,803,3212
"34280",5550,1110,4440
"34281",5075,1015,4060
"34282",4420,884,3536
"34283",5105,1021,4084
"34284",3270,654,2616
"34285",5285,1057,4228
"34286",4775,955,3820
"34287",3430,686,2744
"34288",3660,732,2928
"34289",4565,913,3652
"34290",4350,870,3480
"34291",4890,978,3912
"34292",3550,710,2840
"34293",3710,742,2968
"34294",3835,767,3068
"34295",4300,860,3440
"34296",3630,726,2904
"34297",5320,1064,4256
"34298",4655,931,3724
"34299",4620,924,3696
"34300",3865,773,3092
"34301",4860,972,3888
"34302",5165,1033,4132
"34303",4190,838,3352
"34304",3620,724,2896
"34305",5020,1004,4016
"34306",4915,983,3932
"34307",5770,1154,4616
"34308",4800,960,3840
"34309",3985,797,3188
"34310",4070,814,3256
"34311",6295,1259,5036
"34312",3780,756,3024
"34313",5320,1064,4256
"34314",3785,757,3028
"34315",5775,1155,4620
"34316",4155,831,3324
"34317",4300,860,3440
"34318",4385,877,3508
"34319",4280,856,3424
"34320",4150,830,3320
"34321",4330,866,3464
"34322",4255,851,3404
"34323",5365,1073,4292
"34324",4260,852,3408
"34325",4830,966,3864
"34326",5270,1054,4216
"34327",3700,740,2960
"34328",4880,976,3904
"34329",4075,815,3260
"34330",4950,990,3960
"34331",4390,878,3512
"34332",6050,1210,4840
"34333",4710,942,3768
"34334",4470,894,3576
"34335",4705,941,3764
"34336",4570,914,3656
"34337",4675,935,3740
"34338",4330,866,3464
"34339",4965,993,3972
"34340",5125,1025,4100
"34341",5460,1092,4368
"34342",5035,1007,4028
"34343",4270,854,3416
"34344",4080,816,3264
"34345",5035,1007,4028
"34346",5380,1076,4304
"34347",4320,864,3456
"34348",4040,808,3232
"34349",3655,731,2924
"34350",6165,1233,4932
"34351",4035,807,3228
"34352",4080,816,3264
"34353",4385,877,3508
"34354",4450,890,3560
"34355",3840,768,3072
"34356",6165,1233,4932
"34357",5555,1111,4444
"34358",3430,686,2744
"34359",5365,1073,4292
"34360",4600,920,3680
"34361",3045,609,2436
"34362",4715,943,3772
"34363",5270,1054,4216
"34364",3940,788,3152
"34365",5115,1023,4092
"34366",5845,1169,4676
"34367",5505,1101,4404
"34368",3935,787,3148
"34369",4335,867,3468
"34370",4885,977,3908
"34371",5220,1044,4176
"34372",5935,1187,4748
"34373",4255,851,3404
"34374",5395,1079,4316
"34375",3200,640,2560
"34376",4425,885,3540
"34377",4125,825,3300
"34378",5430,1086,4344
"34379",3670,734,2936
"34380",5110,1022,4088
"34381",3730,746,2984
"34382",5985,1197,4788
"34383",4720,944,3776
"34384",5270,1054,4216
"34385",4010,802,3208
"34386",3190,638,2552
"34387",4655,931,3724
"34388",5380,1076,4304
"34389",5455,1091,4364
"34390",4150,830,3320
"34391",5610,1122,4488
"34392",3725,745,2980
"34393",4480,896,3584
"34394",4295,859,3436
"34395",4010,802,3208
"34396",5435,1087,4348
"34397",4700,940,3760
"34398",4645,929,3716
"34399",3985,797,3188
"34400",4750,950,3800
"34401",4920,984,3936
"34402",4670,934,3736
"34403",5050,1010,4040
"34404",4420,884,3536
"34405",4315,863,3452
"34406",6095,1219,4876
"34407",4780,956,3824
"34408",4915,983,3932
"34409",5880,1176,4704
"34410",3915,783,3132
"34411",3765,753,3012
"34412",4390,878,3512
"34413",4755,951,3804
"34414",4110,822,3288
"34415",5295,1059,4236
"34416",5075,1015,4060
"34417",4975,995,3980
"34418",5435,1087,4348
"34419",5400,1080,4320
"34420",4095,819,3276
"34421",4155,831,3324
"34422",6930,1386,5544
"34423",5380,1076,4304
"34424",4435,887,3548
"34425",4240,848,3392
"34426",4305,861,3444
"34427",4225,845,3380
"34428",4250,850,3400
"34429",4850,970,3880
"34430",3825,765,3060
"34431",5205,1041,4164
"34432",6100,1220,4880
"34433",3720,744,2976
"34434",6105,1221,4884
"34435",5085,1017,4068
"34436",4700,940,3760
"34437",4905,981,3924
"34438",4500,900,3600
"34439",5555,1111,4444
"34440",4565,913,3652
"34441",4135,827,3308
"34442",3730,746,2984
"34443",5785,1157,4628
"34444",5925,1185,4740
"34445",6955,1391,5564
"34446",4895,979,3916
"34447",4810,962,3848
"34448",5380,1076,4304
"34449",4185,837,3348
"34450",6735,1347,5388
"34451",5775,1155,4620
"34452",5475,1095,4380
"34453",7350,1470,5880
"34454",4865,973,3892
"34455",3670,734,2936
"34456",6090,1218,4872
"34457",4930,986,3944
"34458",5020,1004,4016
"34459",4780,956,3824
"34460",3770,754,3016
"34461",6490,1298,5192
"34462",4905,981,3924
"34463",4970,994,3976
"34464",4360,872,3488
"34465",5220,1044,4176
"34466",4235,847,3388
"34467",5495,1099,4396
"34468",3545,709,2836
"34469",5695,1139,4556
"34470",4050,810,3240
"34471",4435,887,3548
"34472",5730,1146,4584
"34473",5220,1044,4176
"34474",5930,1186,4744
"34475",4605,921,3684
"34476",5480,1096,4384
"34477",5600,1120,4480
"34478",3990,798,3192
"34479",5935,1187,4748
"34480",6045,1209,4836
"34481",4785,957,3828
"34482",4590,918,3672
"34483",4760,952,3808
"34484",3740,748,2992
"34485",3685,737,2948
"34486",4340,868,3472
"34487",4470,894,3576
"34488",5420,1084,4336
"34489",4050,810,3240
"34490",4840,968,3872
"34491",4735,947,3788
"34492",3510,702,2808
"34493",4410,882,3528
"34494",4760,952,3808
"34495",4885,977,3908
"34496",4145,829,3316
"34497",4670,934,3736
"34498",5780,1156,4624
"34499",6285,1257,5028
"34500",4515,903,3612
"34501",4080,816,3264
"34502",4345,869,3476
"34503",6275,1255,5020
"34504",4440,888,3552
"34505",4810,962,3848
"34506",8860,1772,7088
"34507",5175,1035,4140
"34508",6295,1259,5036
"34509",4460,892,3568
"34510",4930,986,3944
"34511",6345,1269,5076
"34512",4220,844,3376
"34513",5795,1159,4636
"34514",4635,927,3708
"34515",5550,1110,4440
"34516",6385,1277,5108
"34517",5080,1016,4064
"34518",5005,1001,4004
"34519",5575,1115,4460
"34520",5855,1171,4684
"34521",4890,978,3912
"34522",4620,924,3696
"34523",4505,901,3604
"34524",4150,830,3320
"34525",5265,1053,4212
"34526",5260,1052,4208
"34527",5675,1135,4540
"34528",5620,1124,4496
"34529",4125,825,3300
"34530",3915,783,3132
"34531",5840,1168,4672
"34532",5820,1164,4656
"34533",4900,980,3920
"34534",4505,901,3604
"34535",5450,1090,4360
"34536",4545,909,3636
"34537",5350,1070,4280
"34538",5015,1003,4012
"34539",4670,934,3736
"34540",5355,1071,4284
"34541",4585,917,3668
"34542",5975,1195,4780
"34543",3155,631,2524
"34544",3800,760,3040
"34545",3930,786,3144
"34546",5745,1149,4596
"34547",4900,980,3920
"34548",4410,882,3528
"34549",6515,1303,5212
"34550",4515,903,3612
"34551",5890,1178,4712
"34552",4825,965,3860
"34553",5440,1088,4352
"34554",4210,842,3368
"34555",4635,927,3708
"34556",4385,877,3508
"34557",4525,905,3620
"34558",4315,863,3452
"34559",3565,713,2852
"34560",4730,946,3784
"34561",5105,1021,4084
"34562",5930,1186,4744
"34563",5200,1040,4160
"34564",5515,1103,4412
"34565",4730,946,3784
"34566",4315,863,3452
"34567",3525,705,2820
"34568",3615,723,2892
"34569",4755,951,3804
"34570",5370,1074,4296
"34571",3335,667,2668
"34572",3690,738,2952
"34573",3895,779,3116
"34574",4940,988,3952
"34575",5785,1157,4628
"34576",5645,1129,4516
"34577",4155,831,3324
"34578",4715,943,3772
"34579",4435,887,3548
"34580",5410,1082,4328
"34581",4120,824,3296
"34582",3955,791,3164
"34583",3500,700,2800
"34584",4520,904,3616
"34585",5525,1105,4420
"34586",4365,873,3492
"34587",3875,775,3100
"34588",4650,930,3720
"34589",3885,777,3108
"34590",4575,915,3660
"34591",4235,847,3388
"34592",4715,943,3772
"34593",6410,1282,5128
"34594",4355,871,3484
"34595",5725,1145,4580
"34596",3935,787,3148
"34597",3780,756,3024
"34598",5020,1004,4016
"34599",4150,830,3320
"34600",4455,891,3564
"34601",5525,1105,4420
"34602",5220,1044,4176
"34603",5775,1155,4620
"34604",5615,1123,4492
"34605",5290,1058,4232
"34606",4585,917,3668
"34607",4635,927,3708
"34608",4175,835,3340
"34609",3740,748,2992
"34610",4725,945,3780
"34611",4620,924,3696
"34612",4730,946,3784
"34613",4600,920,3680
"34614",5440,1088,4352
"34615",5400,1080,4320
"34616",5100,1020,4080
"34617",5710,1142,4568
"34618",4725,945,3780
"34619",4385,877,3508
"34620",5830,1166,4664
"34621",4275,855,3420
"34622",4715,943,3772
"34623",4630,926,3704
"34624",5680,1136,4544
"34625",4075,815,3260
"34626",5910,1182,4728
"34627",3625,725,2900
"34628",4925,985,3940
"34629",5180,1036,4144
"34630",5150,1030,4120
"34631",4790,958,3832
"34632",5460,1092,4368
"34633",4260,852,3408
"34634",4580,916,3664
"34635",6145,1229,4916
"34636",4640,928,3712
"34637",4340,868,3472
"34638",4180,836,3344
"34639",3855,771,3084
"34640",4135,827,3308
"34641",4485,897,3588
"34642",5200,1040,4160
"34643",4950,990,3960
"34644",4290,858,3432
"34645",4450,890,3560
"34646",4330,866,3464
"34647",4780,956,3824
"34648",4740,948,3792
"34649",5595,1119,4476
"34650",4245,849,3396
"34651",7235,1447,5788
"34652",3885,777,3108
"34653",4420,884,3536
"34654",4125,825,3300
"34655",6725,1345,5380
"34656",5645,1129,4516
"34657",5990,1198,4792
"34658",4795,959,3836
"34659",4265,853,3412
"34660",5310,1062,4248
"34661",4470,894,3576
"34662",5015,1003,4012
"34663",4445,889,3556
"34664",4305,861,3444
"34665",5645,1129,4516
"34666",6330,1266,5064
"34667",6165,1233,4932
"34668",6220,1244,4976
"34669",4345,869,3476
"34670",4495,899,3596
"34671",4160,832,3328
"34672",5265,1053,4212
"34673",5200,1040,4160
"34674",3845,769,3076
"34675",3730,746,2984
"34676",4160,832,3328
"34677",4200,840,3360
"34678",5925,1185,4740
"34679",4485,897,3588
"34680",4680,936,3744
"34681",4970,994,3976
"34682",4075,815,3260
"34683",5220,1044,4176
"34684",4100,820,3280
"34685",5865,1173,4692
"34686",4570,914,3656
"34687",3200,640,2560
"34688",4955,991,3964
"34689",5065,1013,4052
"34690",5020,1004,4016
"34691",5100,1020,4080
"34692",4960,992,3968
"34693",5075,1015,4060
"34694",4885,977,3908
"34695",4695,939,3756
"34696",4150,830,3320
"34697",4145,829,3316
"34698",5080,1016,4064
"34699",4000,800,3200
"34700",6840,1368,5472
"34701",5940,1188,4752
"34702",4825,965,3860
"34703",3745,749,2996
"34704",4915,983,3932
"34705",5110,1022,4088
"34706",3520,704,2816
"34707",3625,725,2900
"34708",4570,914,3656
"34709",4415,883,3532
"34710",4255,851,3404
"34711",4240,848,3392
"34712",4330,866,3464
"34713",4645,929,3716
"34714",4285,857,3428
"34715",5330,1066,4264
"34716",4610,922,3688
"34717",6040,1208,4832
"34718",4930,986,3944
"34719",3860,772,3088
"34720",4695,939,3756
"34721",5195,1039,4156
"34722",3825,765,3060
"34723",4430,886,3544
"34724",5970,1194,4776
"34725",5185,1037,4148
"34726",6150,1230,4920
"34727",4975,995,3980
"34728",4020,804,3216
"34729",3890,778,3112
"34730",5160,1032,4128
"34731",6755,1351,5404
"34732",4910,982,3928
"34733",6400,1280,5120
"34734",4680,936,3744
"34735",5965,1193,4772
"34736",5575,1115,4460
"34737",7290,1458,5832
"34738",4055,811,3244
"34739",5250,1050,4200
"34740",4505,901,3604
"34741",5740,1148,4592
"34742",4145,829,3316
"34743",4875,975,3900
"34744",4815,963,3852
"34745",4890,978,3912
"34746",4085,817,3268
"34747",3700,740,2960
"34748",4670,934,3736
"34749",4270,854,3416
"34750",4925,985,3940
"34751",6625,1325,5300
"34752",5295,1059,4236
"34753",4860,972,3888
"34754",5015,1003,4012
"34755",4455,891,3564
"34756",5755,1151,4604
"34757",4980,996,3984
"34758",3820,764,3056
"34759",4505,901,3604
"34760",6445,1289,5156
"34761",5065,1013,4052
"34762",5155,1031,4124
"34763",3845,769,3076
"34764",4095,819,3276
"34765",5245,1049,4196
"34766",5340,1068,4272
"34767",4025,805,3220
"34768",4275,855,3420
"34769",4200,840,3360
"34770",5830,1166,4664
"34771",4175,835,3340
"34772",4795,959,3836
"34773",4640,928,3712
"34774",4690,938,3752
"34775",4545,909,3636
"34776",4260,852,3408
"34777",5775,1155,4620
"34778",4235,847,3388
"34779",5145,1029,4116
"34780",5800,1160,4640
"34781",5805,1161,4644
"34782",3950,790,3160
"34783",4305,861,3444
"34784",4510,902,3608
"34785",4060,812,3248
"34786",6320,1264,5056
"34787",6075,1215,4860
"34788",3775,755,3020
"34789",5390,1078,4312
"34790",5060,1012,4048
"34791",5630,1126,4504
"34792",3890,778,3112
"34793",4390,878,3512
"34794",7040,1408,5632
"34795",5510,1102,4408
"34796",4160,832,3328
"34797",4690,938,3752
"34798",4850,970,3880
"34799",4585,917,3668
"34800",5235,1047,4188
"34801",4765,953,3812
"34802",4565,913,3652
"34803",4330,866,3464
"34804",4005,801,3204
"34805",4015,803,3212
"34806",3770,754,3016
"34807",5160,1032,4128
"34808",5550,1110,4440
"34809",5410,1082,4328
"34810",4550,910,3640
"34811",7060,1412,5648
"34812",6610,1322,5288
"34813",5545,1109,4436
"34814",4070,814,3256
"34815",5375,1075,4300
"34816",4020,804,3216
"34817",4360,872,3488
"34818",4575,915,3660
"34819",4925,985,3940
"34820",4670,934,3736
"34821",4460,892,3568
"34822",4500,900,3600
"34823",3310,662,2648
"34824",3220,644,2576
"34825",4175,835,3340
"34826",3745,749,2996
"34827",5115,1023,4092
"34828",4065,813,3252
"34829",3545,709,2836
"34830",3995,799,3196
"34831",3770,754,3016
"34832",3315,663,2652
"34833",4155,831,3324
"34834",4590,918,3672
"34835",4130,826,3304
"34836",3900,780,3120
"34837",4260,852,3408
"34838",5115,1023,4092
"34839",3650,730,2920
"34840",3595,719,2876
